index,neg,neu,pos,compound
2118,0.45,0.294,0.256,-0.7676
2119,0.095,0.732,0.173,0.4847
2120,0.097,0.796,0.106,0.0531
2121,0.115,0.632,0.253,0.5707
2122,0.167,0.789,0.045,-0.7783
2123,0.154,0.846,0.0,-0.6124
2124,0.376,0.624,0.0,-0.9621
2125,0.287,0.658,0.054,-0.9343
2126,0.0,0.833,0.167,0.3818
2127,0.0,0.633,0.367,0.4404
2128,0.208,0.792,0.0,-0.6124
2129,0.0,1.0,0.0,0.0
2130,0.12,0.777,0.102,-0.4482
2131,0.312,0.465,0.223,-0.4404
2132,0.058,0.873,0.069,0.1411
2133,0.135,0.865,0.0,-0.3447
2134,0.078,0.745,0.177,0.8074
2135,0.0,0.715,0.285,0.7177
2136,0.0,0.769,0.231,0.5574
2137,0.0,0.674,0.326,0.4404
2138,0.0,0.706,0.294,0.3612
2139,0.0,0.711,0.289,0.9493
2140,0.0,1.0,0.0,0.0
2141,0.165,0.756,0.079,-0.4883
2142,0.047,0.712,0.24,0.9072
2143,0.0,0.807,0.193,0.3892
2144,0.0,0.633,0.367,0.4404
2145,0.0,0.65,0.35,0.8658
2146,0.0,1.0,0.0,0.0
2147,0.084,0.916,0.0,-0.4767
2148,0.392,0.509,0.098,-0.9485
2149,0.283,0.633,0.084,-0.9062
2150,0.199,0.734,0.068,-0.7783
2151,0.0,0.815,0.185,0.5267
2152,0.373,0.453,0.173,-0.8176
2153,0.0,0.583,0.417,0.6486
2154,0.0,1.0,0.0,0.0
2155,0.194,0.591,0.214,0.0701
2156,0.0,0.853,0.147,0.784
2157,0.16,0.689,0.152,-0.0757
2158,0.059,0.814,0.127,0.5574
2159,0.28,0.496,0.225,-0.2254
2160,0.256,0.744,0.0,-0.4767
2161,0.273,0.655,0.072,-0.7065
2162,0.235,0.711,0.054,-0.7443
2163,0.0,0.935,0.065,0.2023
2164,0.16,0.644,0.197,0.5251
2165,0.196,0.78,0.024,-0.8492
2166,0.167,0.833,0.0,-0.3818
2167,0.299,0.672,0.028,-0.926
2168,0.0,0.789,0.211,0.7556
2169,0.038,0.86,0.102,0.4194
2170,0.0,0.417,0.583,0.6369
2171,0.206,0.665,0.129,-0.7224
2172,0.059,0.724,0.217,0.7096
2173,0.888,0.112,0.0,-0.836
2174,0.0,1.0,0.0,0.0
2175,0.162,0.754,0.083,-0.7569
2176,0.364,0.574,0.062,-0.9456
2177,0.064,0.829,0.108,0.0772
2178,0.115,0.712,0.174,0.5267
2179,0.077,0.923,0.0,-0.5574
2180,0.756,0.244,0.0,-0.4767
2181,0.175,0.589,0.236,0.4588
2182,0.093,0.819,0.089,-0.0258
2183,0.101,0.899,0.0,-0.5574
2184,0.119,0.766,0.115,-0.0258
2185,0.056,0.797,0.148,0.6075
2186,0.096,0.655,0.249,0.5423
2187,0.0,1.0,0.0,0.0
2188,0.208,0.792,0.0,-0.2732
2189,0.109,0.837,0.054,-0.4199
2190,0.116,0.791,0.093,-0.128
2191,0.0,0.789,0.211,0.4939
2192,0.119,0.782,0.099,-0.1531
2193,0.383,0.617,0.0,-0.4767
2194,0.0,0.866,0.134,0.1779
2195,0.236,0.764,0.0,-0.5719
2196,0.0,1.0,0.0,0.0
2197,0.134,0.718,0.148,0.1521
2198,0.202,0.725,0.072,-0.6369
2199,0.14,0.776,0.084,-0.2263
2200,0.0,0.798,0.202,0.5106
2201,0.096,0.904,0.0,-0.4939
2202,0.235,0.613,0.152,-0.7858
2203,0.212,0.741,0.047,-0.8271
2204,0.064,0.878,0.057,-0.0966
2205,0.231,0.729,0.04,-0.9141
2206,0.411,0.525,0.064,-0.9702
2207,0.067,0.731,0.202,0.7329
2208,0.129,0.871,0.0,-0.6124
2209,0.126,0.812,0.062,-0.5106
2210,0.091,0.909,0.0,-0.3182
2211,0.07,0.724,0.206,0.7021
2212,0.188,0.693,0.119,-0.4881
2213,0.157,0.796,0.047,-0.7137
2214,0.0,1.0,0.0,0.0
2215,0.0,0.652,0.348,0.4939
2216,0.245,0.704,0.051,-0.8767
2217,0.076,0.888,0.037,-0.2014
2218,0.0,0.949,0.051,0.3612
2219,0.163,0.741,0.096,-0.6688
2220,0.165,0.638,0.197,0.1531
2221,0.0,0.743,0.257,0.7845
2222,0.236,0.633,0.131,-0.8225
2223,0.0,1.0,0.0,0.0
2224,0.386,0.614,0.0,-0.9806
2225,0.123,0.877,0.0,-0.6199
2226,0.0,0.426,0.574,0.7964
2227,0.239,0.761,0.0,-0.9001
2228,0.136,0.727,0.137,-0.2374
2229,0.386,0.522,0.092,-0.8074
2230,0.419,0.581,0.0,-0.7579
2231,0.0,0.809,0.191,0.7311
2232,0.117,0.651,0.232,0.8309
2233,0.274,0.683,0.043,-0.9264
2234,0.0,0.791,0.209,0.8957
2235,0.148,0.801,0.051,-0.6517
2236,0.179,0.708,0.114,-0.5423
2237,0.214,0.786,0.0,-0.85
2238,0.0,1.0,0.0,0.0
2239,0.217,0.674,0.109,-0.4404
2240,0.383,0.617,0.0,-0.4767
2241,0.069,0.823,0.108,0.2023
2242,0.0,0.459,0.541,0.7096
2243,0.101,0.799,0.101,-0.25
2244,0.152,0.625,0.224,0.3848
2245,0.058,0.711,0.231,0.8507
2246,0.143,0.857,0.0,-0.7906
2247,0.0,0.843,0.157,0.6597
2248,0.071,0.894,0.034,-0.3818
2249,0.091,0.648,0.261,0.8481
2250,0.446,0.516,0.039,-0.9753
2251,0.048,0.815,0.137,0.3612
2252,0.112,0.888,0.0,-0.3134
2253,0.105,0.822,0.072,-0.25
2254,0.0,1.0,0.0,0.0
2255,0.303,0.697,0.0,-0.826
2256,0.381,0.619,0.0,-0.5719
2257,0.0,1.0,0.0,0.0
2258,0.25,0.431,0.319,0.2023
2259,0.281,0.719,0.0,-0.7797
2260,0.0,1.0,0.0,0.0
2261,0.099,0.734,0.167,0.5106
2262,0.2,0.655,0.145,-0.3612
2263,0.327,0.628,0.045,-0.9495
2264,0.071,0.87,0.059,-0.1007
2265,0.379,0.621,0.0,-0.7859
2266,0.214,0.738,0.048,-0.8176
2267,0.173,0.609,0.218,0.34
2268,0.355,0.615,0.031,-0.9537
2269,0.0,1.0,0.0,0.0
2270,0.178,0.717,0.106,-0.56
2271,0.032,0.677,0.29,0.9381
2272,0.111,0.889,0.0,-0.4588
2273,0.088,0.912,0.0,-0.3947
2274,0.17,0.757,0.073,-0.6249
2275,0.038,0.825,0.137,0.7088
2276,0.133,0.867,0.0,-0.5994
2277,0.508,0.492,0.0,-0.4767
2278,0.176,0.671,0.153,-0.1013
2279,0.374,0.524,0.101,-0.7784
2280,0.0,0.791,0.209,0.7003
2281,0.08,0.695,0.225,0.7845
2282,0.243,0.66,0.097,-0.7351
2283,0.0,0.787,0.213,0.6597
2284,0.157,0.843,0.0,-0.5994
2285,0.078,0.922,0.0,-0.296
2286,0.165,0.703,0.131,-0.2746
2287,0.193,0.671,0.136,-0.5857
2288,0.114,0.853,0.032,-0.4655
2289,0.492,0.508,0.0,-0.4404
2290,0.08,0.831,0.09,0.0772
2291,0.042,0.646,0.312,0.9076
2292,0.076,0.726,0.198,0.5696
2293,0.0,0.85,0.15,0.7184
2294,0.0,0.796,0.204,0.7506
2295,0.327,0.673,0.0,-0.5983
2296,0.127,0.825,0.048,-0.5204
2297,0.113,0.887,0.0,-0.7184
2298,0.0,0.679,0.321,0.9228
2299,0.0,0.904,0.096,0.6124
2300,0.17,0.83,0.0,-0.8402
2301,0.196,0.6,0.203,0.0772
2302,0.102,0.842,0.056,-0.4215
2303,0.058,0.834,0.107,0.342
2304,0.0,0.699,0.301,0.7096
2305,0.169,0.831,0.0,-0.7117
2306,0.222,0.567,0.212,-0.34
2307,0.48,0.492,0.029,-0.9841
2308,0.247,0.662,0.091,-0.8587
2309,0.155,0.804,0.041,-0.7003
2310,0.376,0.555,0.069,-0.967
2311,0.0,0.798,0.202,0.8225
2312,0.348,0.597,0.055,-0.9597
2313,0.369,0.357,0.274,-0.2023
2314,0.233,0.685,0.082,-0.6808
2315,0.287,0.713,0.0,-0.9358
2316,0.0,1.0,0.0,0.0
2317,0.323,0.564,0.113,-0.8957
2318,0.0,0.697,0.303,0.7501
2319,0.178,0.681,0.141,-0.3939
2320,0.12,0.88,0.0,-0.7783
2321,0.242,0.46,0.299,0.1883
2322,0.052,0.948,0.0,-0.4019
2323,0.108,0.831,0.061,-0.4019
2324,0.18,0.764,0.057,-0.7184
2325,0.077,0.713,0.21,0.6049
2326,0.0,0.698,0.302,0.9022
2327,0.178,0.822,0.0,-0.3818
2328,0.243,0.587,0.169,-0.6597
2329,0.447,0.553,0.0,-0.8658
2330,0.228,0.599,0.174,-0.4215
2331,0.539,0.461,0.0,-0.802
2332,0.326,0.637,0.037,-0.9331
2333,0.237,0.654,0.108,-0.743
2334,0.0,1.0,0.0,0.0
2335,0.0,1.0,0.0,0.0
2336,0.0,0.895,0.105,0.4019
2337,0.204,0.709,0.087,-0.8126
2338,0.118,0.809,0.073,-0.3182
2339,0.0,0.876,0.124,0.4019
2340,0.069,0.877,0.055,-0.1511
2341,0.0,0.868,0.132,0.5514
2342,0.333,0.667,0.0,-0.5423
2343,0.0,1.0,0.0,0.0
2344,0.335,0.665,0.0,-0.891
2345,0.055,0.778,0.167,0.681
2346,0.422,0.535,0.043,-0.9822
2347,0.421,0.579,0.0,-0.5622
2348,0.25,0.633,0.117,-0.788
2349,0.674,0.326,0.0,-0.7351
2350,0.306,0.694,0.0,-0.6597
2351,0.31,0.69,0.0,-0.6705
2352,0.121,0.879,0.0,-0.6269
2353,0.337,0.663,0.0,-0.9601
2354,0.186,0.784,0.029,-0.8402
2355,0.331,0.564,0.105,-0.8813
2356,0.0,1.0,0.0,0.0
2357,0.128,0.8,0.072,-0.4767
2358,0.241,0.706,0.053,-0.891
2359,0.231,0.28,0.489,0.5709
2360,0.3,0.7,0.0,-0.9538
2361,0.072,0.801,0.127,0.3976
2362,0.545,0.455,0.0,-0.7184
2363,0.172,0.779,0.048,-0.7227
2364,0.0,0.867,0.133,0.5423
2365,0.165,0.835,0.0,-0.8176
2366,0.113,0.804,0.083,-0.296
2367,0.343,0.657,0.0,-0.6901
2368,0.319,0.565,0.116,-0.9378
2369,0.498,0.502,0.0,-0.6087
2370,0.234,0.728,0.038,-0.7351
2371,0.271,0.729,0.0,-0.9327
2372,0.046,0.891,0.062,0.2247
2373,0.34,0.584,0.076,-0.9327
2374,0.365,0.635,0.0,-0.8979
2375,0.121,0.781,0.098,-0.1531
2376,0.201,0.799,0.0,-0.8519
2377,0.196,0.727,0.076,-0.5106
2378,0.524,0.476,0.0,-0.6597
2379,0.316,0.684,0.0,-0.945
2380,0.082,0.737,0.181,0.3565
2381,0.576,0.424,0.0,-0.8588
2382,0.086,0.914,0.0,-0.4767
2383,0.0,1.0,0.0,0.0
2384,0.0,0.709,0.291,0.5719
2385,0.402,0.476,0.121,-0.9512
2386,0.277,0.65,0.073,-0.9218
2387,0.048,0.898,0.053,0.0624
2388,0.071,0.929,0.0,-0.1531
2389,0.052,0.79,0.158,0.5093
2390,0.406,0.533,0.06,-0.9721
2391,0.062,0.938,0.0,-0.2023
2392,0.067,0.819,0.113,0.2263
2393,0.12,0.818,0.061,-0.3818
2394,0.0,0.879,0.121,0.5719
2395,0.433,0.567,0.0,-0.9323
2396,0.319,0.622,0.06,-0.9607
2397,0.097,0.854,0.049,-0.5204
2398,0.247,0.688,0.065,-0.7787
2399,0.443,0.557,0.0,-0.9729
2400,0.1,0.793,0.107,0.0772
2401,0.273,0.627,0.1,-0.6908
2402,0.09,0.768,0.142,0.4588
2403,0.0,0.923,0.077,0.5803
2404,0.038,0.828,0.134,0.6704
2405,0.051,0.783,0.166,0.6416
2406,0.0,1.0,0.0,0.0
2407,0.257,0.652,0.091,-0.765
2408,0.114,0.69,0.197,0.1027
2409,0.0,0.86,0.14,0.5984
2410,0.195,0.706,0.099,-0.6908
2411,0.217,0.642,0.142,-0.6858
2412,0.397,0.514,0.09,-0.9758
2413,0.223,0.662,0.115,-0.4767
2414,0.483,0.517,0.0,-0.8829
2415,0.101,0.561,0.338,0.8141
2416,0.253,0.637,0.11,-0.7964
2417,0.067,0.814,0.119,0.2942
2418,0.0,0.91,0.09,0.5484
2419,0.103,0.789,0.107,0.0516
2420,0.111,0.685,0.205,0.4359
2421,0.0,1.0,0.0,0.0
2422,0.211,0.604,0.185,-0.2942
2423,0.475,0.525,0.0,-0.9859
2424,0.192,0.656,0.152,-0.1779
2425,0.031,0.88,0.088,0.3133
2426,0.245,0.685,0.07,-0.918
2427,0.218,0.688,0.093,-0.4753
2428,0.116,0.748,0.135,0.1154
2429,0.0,0.833,0.167,0.8316
2430,0.111,0.825,0.064,-0.0772
2431,0.143,0.857,0.0,-0.802
2432,0.219,0.662,0.119,-0.3612
2433,0.23,0.688,0.083,-0.7579
2434,0.135,0.494,0.371,0.8603
2435,0.0,0.818,0.182,0.25
2436,0.171,0.829,0.0,-0.5423
2437,0.067,0.933,0.0,-0.5106
2438,0.062,0.765,0.173,0.5994
2439,0.159,0.773,0.067,-0.5466
2440,0.143,0.682,0.175,0.0
2441,0.263,0.707,0.029,-0.9172
2442,0.512,0.488,0.0,-0.4847
2443,0.346,0.654,0.0,-0.6486
2444,0.096,0.779,0.125,0.1531
2445,0.272,0.683,0.045,-0.913
2446,0.074,0.72,0.206,0.7367
2447,0.142,0.73,0.128,-0.2023
2448,0.136,0.798,0.066,-0.6227
2449,0.304,0.563,0.132,-0.9231
2450,0.284,0.688,0.028,-0.901
2451,0.124,0.766,0.11,-0.0772
2452,0.106,0.859,0.035,-0.5667
2453,0.0,0.79,0.21,0.8117
2454,0.122,0.811,0.067,-0.6038
2455,0.166,0.795,0.039,-0.8131
2456,0.0,0.818,0.182,0.4391
2457,0.0,0.844,0.156,0.5859
2458,0.0,0.667,0.333,0.3612
2459,0.135,0.865,0.0,-0.7906
2460,0.058,0.737,0.205,0.6808
2461,0.081,0.878,0.041,-0.4215
2462,0.865,0.135,0.0,-0.7506
2463,0.392,0.519,0.089,-0.9716
2464,0.116,0.698,0.186,0.4939
2465,0.0,0.889,0.111,0.6697
2466,0.0,1.0,0.0,0.0
2467,0.214,0.696,0.09,-0.7003
2468,0.0,1.0,0.0,0.0
2469,0.259,0.741,0.0,-0.8553
2470,0.282,0.718,0.0,-0.8807
2471,0.234,0.766,0.0,-0.8577
2472,0.141,0.797,0.062,-0.6331
2473,0.288,0.712,0.0,-0.9237
2474,0.0,0.835,0.165,0.7424
2475,0.529,0.471,0.0,-0.6705
2476,0.231,0.701,0.067,-0.8847
2477,0.0,0.772,0.228,0.9081
2478,0.119,0.627,0.254,0.4997
2479,0.0,0.891,0.109,0.296
2480,0.0,1.0,0.0,0.0
2481,0.326,0.502,0.173,-0.9296
2482,0.25,0.684,0.065,-0.875
2483,0.0,1.0,0.0,0.0
2484,0.305,0.695,0.0,-0.8934
2485,0.0,0.905,0.095,0.4404
2486,0.223,0.744,0.032,-0.8175
2487,0.166,0.718,0.116,-0.5587
2488,0.079,0.848,0.073,-0.0387
2489,0.052,0.819,0.128,0.7269
2490,0.437,0.563,0.0,-0.4767
2491,0.0,0.942,0.058,0.4404
2492,0.48,0.52,0.0,-0.9892
2493,0.5,0.447,0.053,-0.9872
2494,0.264,0.644,0.092,-0.7469
2495,0.198,0.714,0.087,-0.6369
2496,0.061,0.893,0.046,-0.1779
2497,0.166,0.751,0.083,-0.6369
2498,0.0,0.75,0.25,0.7461
2499,0.214,0.726,0.06,-0.8832
2500,0.069,0.808,0.123,0.3995
2501,0.526,0.454,0.02,-0.9875
2502,0.273,0.619,0.107,-0.5076
2503,0.067,0.933,0.0,-0.4767
2504,0.0,1.0,0.0,0.0
2505,0.247,0.753,0.0,-0.8591
2506,0.0,1.0,0.0,0.0
2507,0.136,0.864,0.0,-0.296
2508,0.215,0.785,0.0,-0.7964
2509,0.677,0.323,0.0,-0.4937
2510,0.0,1.0,0.0,0.0
2511,0.244,0.695,0.062,-0.8141
2512,0.581,0.419,0.0,-0.9022
2513,0.088,0.858,0.055,-0.4019
2514,0.155,0.784,0.061,-0.6597
2515,0.069,0.808,0.123,0.34
2516,0.0,0.868,0.132,0.743
2517,0.39,0.61,0.0,-0.9766
2518,0.15,0.73,0.12,-0.1779
2519,0.0,0.783,0.217,0.3612
2520,0.156,0.844,0.0,-0.7269
2521,0.103,0.875,0.022,-0.6249
2522,0.392,0.528,0.08,-0.9612
2523,0.174,0.768,0.057,-0.8242
2524,0.11,0.857,0.034,-0.7003
2525,0.16,0.62,0.22,0.3578
2526,0.129,0.81,0.061,-0.6908
2527,0.265,0.682,0.053,-0.8555
2528,0.296,0.642,0.061,-0.8555
2529,0.351,0.573,0.076,-0.9114
2530,0.0,0.874,0.126,0.6551
2531,0.068,0.801,0.131,-0.4402
2532,0.056,0.827,0.117,0.3612
2533,0.051,0.949,0.0,-0.296
2534,0.0,1.0,0.0,0.0
2535,0.081,0.81,0.109,0.0258
2536,0.35,0.588,0.062,-0.9724
2537,0.0,0.929,0.071,0.0772
2538,0.19,0.81,0.0,-0.8779
2539,0.255,0.511,0.234,-0.5267
2540,0.041,0.912,0.047,0.0772
2541,0.0,0.836,0.164,0.7712
2542,0.074,0.76,0.166,0.4367
2543,0.0,0.675,0.325,0.95
2544,0.066,0.781,0.153,0.4404
2545,0.0,1.0,0.0,0.0
2546,0.086,0.817,0.097,0.0772
2547,0.191,0.809,0.0,-0.8475
2548,0.183,0.75,0.067,-0.6808
2549,0.0,0.903,0.097,0.4404
2550,0.105,0.771,0.123,-0.0129
2551,0.094,0.906,0.0,-0.631
2552,0.408,0.592,0.0,-0.9781
2553,0.423,0.577,0.0,-0.6597
2554,0.0,1.0,0.0,0.0
2555,0.286,0.638,0.076,-0.9348
2556,0.0,0.227,0.773,0.9521
2557,0.132,0.673,0.195,0.3254
2558,0.149,0.851,0.0,-0.2732
2559,0.0,1.0,0.0,0.0
2560,0.291,0.64,0.069,-0.8126
2561,0.085,0.811,0.104,0.0
2562,0.081,0.738,0.181,0.6798
2563,0.798,0.202,0.0,-0.836
2564,0.214,0.636,0.15,-0.2732
2565,0.0,0.95,0.05,0.3612
2566,0.459,0.541,0.0,-0.8176
2567,0.0,1.0,0.0,0.0
2568,0.032,0.761,0.207,0.8714
2569,0.06,0.815,0.125,0.4019
2570,0.069,0.805,0.126,0.4561
2571,0.341,0.611,0.048,-0.9322
2572,0.038,0.895,0.067,0.3459
2573,0.203,0.755,0.043,-0.8331
2574,0.106,0.761,0.133,0.128
2575,0.0,0.973,0.027,0.0258
2576,0.464,0.536,0.0,-0.9485
2577,0.321,0.549,0.131,-0.9012
2578,0.0,1.0,0.0,0.0
2579,0.299,0.609,0.092,-0.7276
2580,0.0,1.0,0.0,0.0
2581,0.213,0.609,0.178,-0.0941
2582,0.234,0.704,0.063,-0.7618
2583,0.119,0.72,0.161,0.4104
2584,0.0,0.743,0.257,0.926
2585,0.249,0.751,0.0,-0.9273
2586,0.263,0.607,0.13,-0.5106
2587,0.149,0.712,0.139,-0.3182
2588,0.224,0.679,0.097,-0.552
2589,0.832,0.168,0.0,-0.872
2590,0.383,0.617,0.0,-0.9357
2591,0.198,0.802,0.0,-0.891
2592,0.383,0.617,0.0,-0.9683
2593,0.0,0.86,0.14,0.8176
2594,0.41,0.571,0.019,-0.9766
2595,0.269,0.669,0.062,-0.8299
2596,0.0,0.573,0.427,0.8658
2597,0.168,0.671,0.161,-0.3595
2598,0.205,0.758,0.037,-0.9001
2599,0.304,0.696,0.0,-0.9578
2600,0.101,0.814,0.085,-0.1068
2601,0.545,0.455,0.0,-0.34
2602,0.238,0.762,0.0,-0.3595
2603,0.0,1.0,0.0,0.0
2604,0.0,1.0,0.0,0.0
2605,0.0,1.0,0.0,0.0
2606,0.196,0.69,0.114,-0.5719
2607,0.251,0.631,0.119,-0.847
2608,0.05,0.95,0.0,-0.0516
2609,0.099,0.561,0.34,0.927
2610,0.271,0.525,0.204,-0.1945
2611,0.114,0.886,0.0,-0.4767
2612,0.079,0.842,0.079,0.0
2613,0.187,0.813,0.0,-0.5574
2614,0.192,0.808,0.0,-0.7845
2615,0.0,0.667,0.333,0.7184
2616,0.284,0.502,0.214,-0.8271
2617,0.61,0.39,0.0,-0.6908
2618,0.0,1.0,0.0,0.0
2619,0.106,0.894,0.0,-0.6124
2620,0.203,0.797,0.0,-0.4215
2621,0.057,0.724,0.219,0.7402
2622,0.0,1.0,0.0,0.0
2623,0.178,0.633,0.19,0.0498
2624,0.0,0.685,0.315,0.3182
2625,0.215,0.737,0.048,-0.7941
2626,0.0,1.0,0.0,0.0
2627,0.046,0.921,0.033,-0.1677
2628,0.248,0.704,0.049,-0.8468
2629,0.53,0.47,0.0,-0.836
2630,0.0,0.854,0.146,0.4404
2631,0.195,0.709,0.095,-0.4728
2632,0.179,0.821,0.0,-0.8122
2633,0.133,0.837,0.029,-0.68
2634,0.0,0.688,0.312,0.9227
2635,0.0,1.0,0.0,0.0
2636,0.228,0.772,0.0,-0.821
2637,0.338,0.662,0.0,-0.5574
2638,0.059,0.779,0.162,0.4915
2639,0.132,0.595,0.272,0.7476
2640,0.131,0.766,0.103,-0.5423
2641,0.258,0.59,0.152,-0.6816
2642,0.223,0.652,0.125,-0.4215
2643,0.419,0.581,0.0,-0.8543
2644,0.0,0.461,0.539,0.6892
2645,0.235,0.641,0.124,-0.5307
2646,0.074,0.878,0.047,-0.296
2647,0.176,0.485,0.339,0.4019
2648,0.047,0.742,0.211,0.6486
2649,0.0,1.0,0.0,0.0
2650,1.0,0.0,0.0,-0.6597
2651,0.569,0.431,0.0,-0.765
2652,0.697,0.303,0.0,-0.5574
2653,0.195,0.651,0.154,-0.34
2654,0.0,1.0,0.0,0.0
2655,0.247,0.545,0.207,-0.2732
2656,0.186,0.814,0.0,-0.7959
2657,0.191,0.809,0.0,-0.5106
2658,0.063,0.768,0.169,0.6707
2659,0.209,0.791,0.0,-0.8979
2660,0.444,0.393,0.163,-0.7184
2661,0.064,0.936,0.0,-0.34
2662,0.237,0.763,0.0,-0.6786
2663,0.264,0.736,0.0,-0.5562
2664,0.485,0.515,0.0,-0.765
2665,0.325,0.566,0.109,-0.8986
2666,0.197,0.647,0.156,-0.1926
2667,0.695,0.305,0.0,-0.8779
2668,0.103,0.897,0.0,-0.6124
2669,0.0,1.0,0.0,0.0
2670,0.273,0.662,0.065,-0.846
2671,0.453,0.547,0.0,-0.9312
2672,0.051,0.861,0.088,0.25
2673,0.195,0.592,0.213,-0.1779
2674,0.0,0.804,0.196,0.296
2675,0.376,0.395,0.228,-0.8343
2676,0.716,0.284,0.0,-0.9442
2677,0.229,0.584,0.187,-0.296
2678,0.558,0.442,0.0,-0.9648
2679,0.0,1.0,0.0,0.0
2680,0.0,0.833,0.167,0.6369
2681,0.0,1.0,0.0,0.0
2682,0.108,0.892,0.0,-0.5267
2683,0.0,0.78,0.22,0.7569
2684,0.767,0.233,0.0,-0.5106
2685,0.2,0.606,0.194,-0.0258
2686,0.333,0.667,0.0,-0.7579
2687,0.374,0.626,0.0,-0.8393
2688,0.126,0.822,0.052,-0.5574
2689,0.231,0.769,0.0,-0.5106
2690,0.0,1.0,0.0,0.0
2691,0.722,0.278,0.0,-0.7783
2692,0.182,0.579,0.24,0.1027
2693,0.048,0.719,0.233,0.6854
2694,0.19,0.729,0.081,-0.8557
2695,0.58,0.42,0.0,-0.7845
2696,0.301,0.699,0.0,-0.5972
2697,0.0,0.67,0.33,0.8122
2698,0.245,0.681,0.074,-0.8957
2699,0.44,0.56,0.0,-0.6705
2700,0.216,0.509,0.275,0.4588
2701,0.414,0.586,0.0,-0.9001
2702,0.374,0.626,0.0,-0.9442
2703,0.216,0.688,0.096,-0.6149
2704,0.242,0.758,0.0,-0.4939
2705,0.319,0.621,0.06,-0.9136
2706,0.0,1.0,0.0,0.0
2707,0.524,0.476,0.0,-0.5106
2708,0.442,0.307,0.252,-0.6249
2709,0.191,0.66,0.15,-0.6747
2710,0.361,0.591,0.048,-0.9575
2711,0.452,0.548,0.0,-0.5106
2712,0.058,0.874,0.068,0.1027
2713,0.0,1.0,0.0,0.0
2714,0.579,0.421,0.0,-0.6705
2715,0.207,0.793,0.0,-0.6059
2716,0.767,0.233,0.0,-0.5106
2717,0.787,0.213,0.0,-0.8111
2718,0.687,0.313,0.0,-0.763
2719,0.313,0.553,0.134,-0.5994
2720,0.452,0.548,0.0,-0.5106
2721,0.524,0.476,0.0,-0.6597
2722,0.722,0.278,0.0,-0.6369
2723,0.667,0.333,0.0,-0.9185
2724,0.15,0.697,0.153,-0.2144
2725,0.173,0.709,0.118,-0.2869
2726,0.323,0.545,0.132,-0.8786
2727,0.694,0.306,0.0,-0.7783
2728,0.336,0.664,0.0,-0.7964
2729,0.193,0.638,0.169,-0.1384
2730,0.0,1.0,0.0,0.0
2731,0.0,0.64,0.36,0.7351
2732,0.356,0.644,0.0,-0.5956
2733,0.428,0.52,0.052,-0.959
2734,0.12,0.752,0.128,0.3506
2735,0.421,0.427,0.152,-0.6597
2736,0.586,0.172,0.241,-0.6124
2737,0.851,0.149,0.0,-0.6908
2738,0.414,0.586,0.0,-0.6418
2739,1.0,0.0,0.0,-0.5106
2740,0.074,0.765,0.161,0.4936
2741,0.0,0.793,0.207,0.7814
2742,0.119,0.71,0.171,-0.0772
2743,0.0,0.872,0.128,0.3612
2744,0.0,0.515,0.485,0.7645
2745,0.21,0.751,0.039,-0.7717
2746,0.172,0.828,0.0,-0.6597
2747,0.0,0.543,0.457,0.6369
2748,0.143,0.729,0.128,-0.4199
2749,0.481,0.478,0.041,-0.9841
2750,0.484,0.11,0.407,-0.1779
2751,0.0,0.809,0.191,0.7783
2752,0.442,0.528,0.03,-0.9559
2753,0.241,0.759,0.0,-0.8957
2754,0.227,0.532,0.24,-0.0699
2755,0.026,0.799,0.175,0.7845
2756,0.0,1.0,0.0,0.0
2757,0.0,0.847,0.153,0.4019
2758,0.302,0.698,0.0,-0.5994
2759,0.211,0.789,0.0,-0.5399
2760,0.339,0.661,0.0,-0.8481
2761,0.121,0.879,0.0,-0.5719
2762,0.773,0.227,0.0,-0.5267
2763,0.815,0.185,0.0,-0.6597
2764,0.0,1.0,0.0,0.0
2765,0.349,0.651,0.0,-0.7096
2766,0.32,0.632,0.048,-0.9493
2767,0.276,0.668,0.057,-0.8608
2768,0.508,0.492,0.0,-0.4767
2769,0.223,0.777,0.0,-0.3182
2770,0.108,0.626,0.266,0.8437
2771,0.168,0.701,0.131,-0.2023
2772,0.228,0.363,0.409,0.3612
2773,0.0,1.0,0.0,0.0
2774,0.0,0.758,0.242,0.7906
2775,0.0,1.0,0.0,0.0
2776,0.091,0.909,0.0,-0.4003
2777,0.0,1.0,0.0,0.0
2778,0.102,0.606,0.292,0.8337
2779,0.0,0.841,0.159,0.2235
2780,0.275,0.637,0.088,-0.6313
2781,0.144,0.681,0.174,0.1263
2782,0.208,0.604,0.188,-0.0772
2783,0.264,0.686,0.05,-0.9109
2784,0.331,0.566,0.102,-0.9294
2785,0.0,0.714,0.286,0.4215
2786,0.45,0.486,0.064,-0.9444
2787,0.221,0.681,0.098,-0.6946
2788,0.161,0.567,0.272,0.368
2789,0.2,0.556,0.244,-0.0516
2790,0.35,0.558,0.091,-0.7269
2791,0.144,0.744,0.112,-0.2144
2792,0.498,0.502,0.0,-0.6077
2793,0.231,0.572,0.197,-0.3871
2794,0.255,0.519,0.225,-0.1779
2795,0.087,0.856,0.057,-0.1321
2796,0.45,0.435,0.116,-0.9394
2797,0.512,0.116,0.372,-0.296
2798,0.868,0.132,0.0,-0.765
2799,0.445,0.555,0.0,-0.3412
2800,0.143,0.775,0.081,-0.3818
2801,0.0,0.841,0.159,0.4648
